game_id,size_of_game,num_discard_cards,hand_p1,hand_p2,target_epsilon,target_delta,v_inf,v_1_inf,sample_complexity,simulation_complexity
92825847,25,1,"['D4', 'S7', 'D7', 'C8', 'H11']","['S2', 'D6', 'H9', 'S12', 'C14']",0.01,0.05,0.7732426303854876,16.18140589569161,196392,4149127
34514931,100,2,"['C4', 'C5', 'C6', 'H8', 'H11']","['C2', 'H4', 'D5', 'D6', 'D11']",0.01,0.05,0.8712015442702958,55.73584992196364,247838,16247418
93452013,25,1,"['C4', 'H6', 'C9', 'H11', 'S12']","['H2', 'D6', 'H10', 'D10', 'C13']",0.01,0.05,0.8163265306122449,13.020408163265305,206796,3385780
50827557,100,2,"['D3', 'H9', 'S9', 'C11', 'C13']","['C2', 'C3', 'S5', 'H6', 'C8']",0.01,0.05,0.9242312034867486,62.61741944447815,262262,18119120
77455954,25,1,"['D3', 'C6', 'D7', 'H8', 'C14']","['D4', 'S7', 'D8', 'C11', 'D12']",0.01,0.05,0.7732426303854876,14.929705215419503,196392,3846854
64496593,100,2,"['S4', 'C5', 'S9', 'S10', 'H13']","['C3', 'C7', 'H8', 'D13', 'C14']",0.01,0.05,0.9658973642996759,82.64866636720123,273594,23567372
68366232,25,1,"['C5', 'D6', 'D13', 'S14', 'D14']","['H7', 'H8', 'S11', 'H12', 'S13']",0.01,0.05,0.8163265306122449,7.020408163265306,206796,1936844
59682449,100,2,"['S2', 'D4', 'H5', 'D5', 'C7']","['S9', 'H12', 'H13', 'C13', 'D13']",0.01,0.05,0.8712015442702958,46.59495144478566,247838,13761206
44977244,25,1,"['D3', 'H4', 'D6', 'S11', 'D13']","['D9', 'H10', 'D11', 'D12', 'H14']",0.01,0.05,0.9795918367346939,18.229024943310655,246223,4643604
98195376,100,2,"['H5', 'C5', 'S10', 'C11', 'S14']","['S4', 'D4', 'H7', 'S8', 'H11']",0.01,0.05,0.8712015442702958,72.28902998835864,247838,20749679
96739543,25,1,"['S3', 'C4', 'C6', 'D6', 'H9']","['D3', 'D9', 'H11', 'S11', 'D14']",0.01,0.05,0.5555555555555556,8.126984126984128,143823,2204071
49427230,100,2,"['D2', 'H4', 'D5', 'C6', 'H13']","['H7', 'C8', 'D8', 'S11', 'H12']",0.01,0.05,0.9163641661304617,73.59462365156259,260122,21104784
52389807,25,1,"['H3', 'C4', 'H5', 'C8', 'C14']","['D3', 'H6', 'S6', 'D9', 'S10']",0.01,0.05,0.7256235827664399,13.369614512471653,184892,3470109
92673870,100,2,"['D3', 'H5', 'S7', 'S10', 'C14']","['H4', 'D4', 'C8', 'D8', 'S14']",0.01,0.05,0.9122849615753499,65.26181235928836,259012,18838362
94125020,25,1,"['C5', 'S7', 'H10', 'H11', 'H14']","['D6', 'S8', 'D9', 'H12', 'S13']",0.01,0.05,0.8163265306122449,20.40816326530611,206796,5169843
17884661,100,2,"['H2', 'H6', 'C6', 'C10', 'D14']","['H3', 'S4', 'C4', 'S11', 'C13']",0.01,0.05,0.9081086331022593,74.49346234627107,257876,21349257
45695873,25,1,"['D4', 'S11', 'H14', 'S14', 'D14']","['H5', 'S5', 'D6', 'C8', 'C10']",0.01,0.05,0.6167800453514739,5.551020408163265,158608,1582003
25865275,100,2,"['S3', 'H5', 'S6', 'C7', 'C8']","['S4', 'H9', 'H11', 'S12', 'H13']",0.01,0.05,0.9203462467675946,86.83019636567691,261205,24704697
38496149,25,1,"['S2', 'D2', 'D5', 'D6', 'H12']","['C4', 'C8', 'S10', 'C13', 'C14']",0.01,0.05,1.0,20.09297052154194,251151,5093727
98523041,100,2,"['H2', 'D3', 'S4', 'H5', 'S5']","['S6', 'H9', 'D10', 'D11', 'C12']",0.01,0.05,0.9433106575963719,85.63219442050064,267451,24378855
85553199,25,1,"['H6', 'C6', 'S10', 'C10', 'S13']","['C4', 'H5', 'C5', 'H10', 'S11']",0.01,0.05,0.6167800453514739,8.965986394557827,158608,2406681
38438656,100,2,"['D2', 'C5', 'C10', 'S12', 'S13']","['H2', 'C2', 'C4', 'H9', 'S10']",0.01,0.05,0.9163641661304617,66.45300483865958,260122,19162352
56510267,25,1,"['H2', 'H4', 'D7', 'D9', 'S11']","['S2', 'D2', 'H3', 'S7', 'D10']",0.01,0.05,0.7732426303854876,14.213151927437645,196392,3673814
21722404,100,2,"['H2', 'H3', 'D3', 'D6', 'C12']","['H7', 'C9', 'H10', 'C11', 'S12']",0.01,0.05,0.9586886112763566,80.65636343770106,271633,23025490
68549810,25,1,"['S3', 'C3', 'C5', 'D9', 'H10']","['C4', 'S12', 'H13', 'S13', 'S14']",0.01,0.05,0.7732426303854876,13.283446712018142,196392,3449301
43717414,100,2,"['H5', 'D5', 'C10', 'C12', 'C13']","['H2', 'C4', 'C8', 'H12', 'S12']",0.01,0.05,0.8857701319671235,58.24079986942229,251801,16928733
21980708,25,1,"['D2', 'C4', 'D5', 'H12', 'D13']","['C2', 'S3', 'C9', 'S12', 'C13']",0.01,0.05,0.6167800453514739,11.897959183673471,158608,3114720
37487368,100,2,"['C2', 'C3', 'S9', 'S12', 'S13']","['D3', 'H11', 'D11', 'D12', 'D14']",0.01,0.05,0.936479608698526,60.207764247876455,265593,17463723
20498293,25,1,"['D5', 'S7', 'C8', 'S9', 'H11']","['H4', 'H8', 'C11', 'S13', 'D13']",0.01,0.05,0.854875283446712,8.535147392290249,216105,2302638
43101819,100,2,"['C5', 'D5', 'H8', 'D12', 'H14']","['C2', 'H4', 'C4', 'S6', 'C9']",0.01,0.05,0.8904320800301084,77.31998419038443,253069,22118036
98728870,25,1,"['H3', 'D8', 'H9', 'S11', 'D11']","['D5', 'D6', 'D10', 'H11', 'C12']",0.01,0.05,0.7256235827664399,10.022675736961451,184892,2661860
88751524,100,2,"['H3', 'S8', 'S11', 'C14', 'D14']","['H4', 'C8', 'H9', 'S12', 'D12']",0.01,0.05,0.874514549028019,51.85564687901736,248739,15192050
83076603,25,1,"['C4', 'D6', 'C8', 'H12', 'S12']","['H3', 'D9', 'C11', 'D12', 'C14']",0.01,0.05,0.7256235827664399,10.022675736961451,184892,2661860
93309738,100,2,"['H2', 'C2', 'S8', 'C9', 'D12']","['D3', 'S5', 'D5', 'D7', 'S13']",0.01,0.05,0.936479608698526,82.42702958637358,265593,23507090
37884525,25,1,"['H3', 'D3', 'C6', 'H11', 'H14']","['C7', 'H8', 'S10', 'S13', 'S14']",0.01,0.05,0.8163265306122449,17.609977324263035,206796,4494111
87064297,100,2,"['H3', 'D8', 'D10', 'H12', 'H14']","['H2', 'D2', 'C3', 'D11', 'C12']",0.01,0.05,0.9038351807111898,68.8989304228533,256714,19827614
25214488,25,1,"['H4', 'H7', 'C7', 'S8', 'S10']","['S5', 'C5', 'D11', 'C12', 'S13']",0.01,0.05,0.7732426303854876,16.38548752834467,196392,4198410
20977127,100,2,"['D4', 'C5', 'C12', 'H13', 'D14']","['H2', 'S3', 'H7', 'D9', 'C13']",0.01,0.05,0.9280190362879238,80.7743905811382,263292,23057592
71524598,25,1,"['C4', 'C7', 'H9', 'S9', 'C9']","['D2', 'H4', 'D6', 'H7', 'S8']",0.01,0.05,0.34467120181405897,1.7233560090702948,92896,657664
48164820,100,2,"['S2', 'H4', 'H5', 'D6', 'S9']","['H10', 'C10', 'H11', 'S11', 'D14']",0.01,0.05,0.9267672169006409,47.39746479595204,262951,13979480
53644137,25,1,"['S2', 'H4', 'C4', 'C6', 'S14']","['H3', 'S6', 'D6', 'S7', 'C13']",0.01,0.05,0.6734693877551021,11.723356009070297,172298,3072556
63142186,100,2,"['S2', 'H5', 'H7', 'C10', 'D14']","['C4', 'D6', 'D7', 'D9', 'D10']",0.01,0.05,0.9465804961683265,76.36805108718083,268340,21859122
32826988,25,1,"['H3', 'D3', 'H9', 'D13', 'D14']","['H7', 'S7', 'S9', 'D11', 'S13']",0.01,0.05,0.5555555555555556,10.607709750566896,143823,2803139
57589995,100,2,"['H2', 'C2', 'S3', 'D7', 'H13']","['D3', 'H6', 'H7', 'C9', 'H12']",0.01,0.05,0.919029678101659,72.30396548863452,260847,20753741
48320215,25,1,"['S4', 'H5', 'S9', 'C10', 'D14']","['D3', 'S10', 'H11', 'S11', 'H13']",0.01,0.05,0.7256235827664399,9.682539682539684,184892,2579721
52163664,100,2,"['C2', 'D3', 'D4', 'C9', 'H12']","['C4', 'S7', 'H8', 'H11', 'C11']",0.01,0.05,0.8964969291305656,65.65125768729065,254718,18944287
37403940,25,1,"['D2', 'H5', 'C5', 'H6', 'C6']","['S2', 'H4', 'D7', 'C11', 'C13']",0.01,0.05,0.6734693877551021,11.26530612244898,172298,2961942
35413465,100,2,"['H4', 'H8', 'C12', 'S13', 'S14']","['H2', 'C2', 'C4', 'C9', 'H11']",0.01,0.05,0.9203462467675946,77.23299353451469,261205,22094376
34506127,25,1,"['C7', 'C8', 'H9', 'D13', 'H14']","['D4', 'C9', 'H12', 'C12', 'C14']",0.01,0.05,0.6734693877551021,8.94331065759637,172298,2401205
29218529,100,2,"['H4', 'H6', 'S6', 'D8', 'H11']","['D5', 'S7', 'H13', 'S13', 'S14']",0.01,0.05,0.9038351807111898,66.158481953162,256714,19082245
85436392,25,1,"['H2', 'H4', 'D7', 'C11', 'C13']","['C2', 'C5', 'C6', 'C10', 'S14']",0.01,0.05,0.9795918367346939,19.19274376417233,246223,4876332
79239402,100,2,"['H5', 'H6', 'C7', 'H12', 'H14']","['D6', 'H10', 'S11', 'S13', 'D13']",0.01,0.05,0.9038351807111898,66.78011819441238,256714,19251323
40161365,25,1,"['D2', 'H3', 'H6', 'S6', 'D9']","['C2', 'D7', 'S9', 'H10', 'D10']",0.01,0.05,0.5555555555555556,8.12698412698413,143823,2204071
79979517,100,2,"['S2', 'C5', 'C10', 'C11', 'S12']","['D2', 'S3', 'H5', 'H12', 'D14']",0.01,0.05,0.9444113953334655,64.28393637843799,267750,18572392
80365631,25,1,"['C3', 'H6', 'S7', 'D8', 'H9']","['S3', 'C6', 'S8', 'S11', 'S13']",0.01,0.05,0.9433106575963719,12.984126984126988,237461,3377018
18273211,100,2,"['D7', 'C11', 'S13', 'C13', 'D13']","['H6', 'D8', 'D11', 'D12', 'H14']",0.01,0.05,0.9122849615753499,42.57376224334667,259012,12667492
65736874,25,1,"['S2', 'S7', 'H9', 'D10', 'C11']","['D2', 'C5', 'D8', 'C9', 'S13']",0.01,0.05,0.8888888888888888,15.276643990929708,224319,3930636
45923405,100,2,"['H6', 'S7', 'H10', 'H13', 'C14']","['D3', 'D4', 'C8', 'C9', 'D12']",0.01,0.05,0.9317097451711202,86.92410440281601,264296,24730239
67558076,25,1,"['C4', 'C5', 'S11', 'C12', 'C13']","['S4', 'D5', 'C8', 'D9', 'C10']",0.01,0.05,0.7732426303854876,14.789115646258507,196392,3812903
50329263,100,2,"['S5', 'D5', 'D6', 'D8', 'H9']","['H4', 'H6', 'D10', 'H13', 'S13']",0.01,0.05,0.8919644796248858,61.29707373728794,253485,17760002
32630899,25,1,"['S2', 'S4', 'D4', 'S6', 'H9']","['H8', 'C8', 'H12', 'C12', 'C14']",0.01,0.05,0.6167800453514739,9.006802721088436,158608,2416537
83773668,100,2,"['D4', 'H7', 'S12', 'C12', 'D14']","['D5', 'C6', 'C8', 'H12', 'S14']",0.01,0.05,0.9421991283128361,55.97887015206638,267149,16313516
60180754,25,1,"['S9', 'S11', 'S12', 'D12', 'D14']","['D5', 'H6', 'S7', 'D11', 'C12']",0.01,0.05,0.6734693877551021,5.63265306122449,172298,1601717
53845028,100,2,"['D4', 'S7', 'C10', 'S12', 'H13']","['D2', 'D3', 'H7', 'S10', 'H11']",0.01,0.05,0.8810110599861598,71.68233464315722,250506,20584665
13163347,25,1,"['C2', 'C6', 'D9', 'C11', 'H14']","['D4', 'C10', 'D11', 'S13', 'C14']",0.01,0.05,0.7732426303854876,15.213151927437638,196392,3915304
91392033,100,2,"['C3', 'D6', 'C11', 'C12', 'D14']","['C6', 'S9', 'C9', 'D9', 'D11']",0.01,0.05,0.8964969291305656,47.865958201642705,254718,14106904
45440321,25,1,"['C8', 'H11', 'H13', 'S13', 'C13']","['S4', 'H5', 'C10', 'S11', 'H14']",0.01,0.05,0.26530612244897966,3.183673469387756,73731,1010314
77641327,100,2,"['H6', 'D7', 'D9', 'C10', 'H13']","['D2', 'H3', 'D6', 'S13', 'H14']",0.01,0.05,0.9548252376500868,75.80538525146328,270583,21706084
95252137,25,1,"['D6', 'C9', 'S10', 'S12', 'C13']","['D5', 'C6', 'D8', 'D9', 'C12']",0.01,0.05,0.8163265306122449,12.793650793650796,206796,3331020
87027473,100,2,"['D5', 'S8', 'S9', 'C10', 'H14']","['C3', 'D7', 'D9', 'D11', 'C14']",0.01,0.05,0.9329183983726348,75.87506626683982,264624,21725037
45057974,25,1,"['S4', 'C4', 'H6', 'D6', 'C13']","['C5', 'S6', 'D9', 'S11', 'S14']",0.01,0.05,0.8163265306122449,12.653061224489793,206796,3297069
46477084,100,2,"['S3', 'D4', 'H6', 'H8', 'H9']","['H3', 'H4', 'C8', 'D9', 'D11']",0.01,0.05,0.9122849615753499,51.546717279019475,259012,15108025
24482005,25,1,"['S4', 'H8', 'S8', 'D9', 'C11']","['D4', 'C8', 'S9', 'S11', 'D14']",0.01,0.05,0.41950113378684817,5.746031746031749,110967,1629096
70416552,100,2,"['H2', 'S2', 'H7', 'S11', 'D11']","['H3', 'C3', 'S5', 'H13', 'D13']",0.01,0.05,0.8082760369664423,57.004984345512945,230723,16592607
44351981,25,1,"['H3', 'C5', 'D10', 'C11', 'C14']","['S2', 'S7', 'D7', 'H10', 'D14']",0.01,0.05,0.6734693877551021,9.587301587301587,172298,2556722
59605891,100,2,"['S2', 'D2', 'H3', 'S4', 'C10']","['C5', 'S6', 'H10', 'S10', 'D10']",0.01,0.05,0.8661511005353956,35.829013342398234,246464,10833003
96264549,25,1,"['C2', 'S3', 'H5', 'C5', 'H13']","['C8', 'D8', 'C9', 'C12', 'D13']",0.01,0.05,0.7256235827664399,11.387755102040817,184892,2991512
89426923,100,2,"['S2', 'S3', 'D4', 'C7', 'S11']","['S4', 'H8', 'H10', 'H12', 'D13']",0.01,0.05,0.9242312034867486,79.69532226930028,262262,22764099
89536627,25,1,"['D2', 'S5', 'H9', 'S11', 'D14']","['S2', 'C2', 'C3', 'S9', 'S12']",0.01,0.05,0.7732426303854876,14.213151927437645,196392,3673814
64127581,100,2,"['H7', 'C11', 'D12', 'D13', 'C14']","['H2', 'C7', 'S10', 'S11', 'D11']",0.01,0.05,0.9203462467675946,64.6355573361607,261205,18668029
36794361,25,1,"['S2', 'S9', 'D13', 'S14', 'C14']","['H2', 'S3', 'D8', 'S10', 'S13']",0.01,0.05,0.6734693877551021,5.63265306122449,172298,1601717
21937037,100,2,"['H2', 'H3', 'C7', 'C13', 'C14']","['S3', 'S6', 'S9', 'D11', 'C12']",0.01,0.05,0.9497532108223024,82.51916241412282,269203,23532149
91670173,25,1,"['D11', 'H12', 'D12', 'S13', 'D13']","['H3', 'D6', 'S8', 'D8', 'C11']",0.01,0.05,0.6167800453514739,6.367346938775512,158608,1779137
36379157,100,2,"['S2', 'D3', 'H5', 'S8', 'D8']","['H2', 'H6', 'C7', 'C12', 'H13']",0.01,0.05,0.8644460361975447,67.51064113926351,246001,19450016
82256473,25,1,"['H2', 'D2', 'C10', 'C11', 'S14']","['C4', 'D4', 'C8', 'H9', 'H10']",0.01,0.05,0.7256235827664399,14.217687074829934,184892,3674910
92047001,100,2,"['H6', 'S6', 'H7', 'C9', 'D9']","['C5', 'S7', 'H8', 'D12', 'S14']",0.01,0.05,0.9038351807111898,65.03901009144484,256714,18777763
36913704,25,1,"['C2', 'C6', 'C11', 'C12', 'S14']","['C3', 'S4', 'D4', 'S6', 'H13']",0.01,0.05,0.963718820861678,17.133786848072564,242390,4379116
75053778,100,2,"['S4', 'H8', 'C8', 'C10', 'D12']","['S2', 'D4', 'S6', 'S8', 'D9']",0.01,0.05,0.8994646044021416,59.59049858293501,255525,17295835
51884040,25,1,"['C6', 'S8', 'H9', 'C9', 'S13']","['S7', 'S10', 'C10', 'D11', 'H13']",0.01,0.05,0.6167800453514739,10.258503401360544,158608,2718810
22216072,100,2,"['S2', 'H9', 'S11', 'D12', 'S13']","['H2', 'C3', 'D4', 'D8', 'C9']",0.01,0.05,0.8904320800301084,71.00567770237183,253069,20400623
29068962,25,1,"['D3', 'C5', 'C10', 'S13', 'S14']","['S2', 'H6', 'D7', 'S10', 'S12']",0.01,0.05,0.8163265306122449,17.950113378684804,206796,4576250
21923921,100,2,"['D2', 'H4', 'D6', 'H9', 'H12']","['C4', 'S5', 'C6', 'H8', 'C10']",0.01,0.05,0.9163641661304617,74.78025308874292,260122,21427261
90512830,25,1,"['H4', 'D4', 'C11', 'C13', 'D14']","['C3', 'S6', 'C6', 'C10', 'C14']",0.01,0.05,0.9183673469387755,14.818594104308394,231438,3820022
91552746,100,2,"['D3', 'D7', 'H8', 'C12', 'D12']","['C8', 'S9', 'D10', 'D11', 'H14']",0.01,0.05,0.9487064308174191,65.48233761083253,268918,18898342
57030212,25,1,"['H4', 'S8', 'D11', 'H12', 'D13']","['D2', 'S4', 'H8', 'C12', 'H13']",0.01,0.05,0.41950113378684817,8.049886621315197,110967,2185452
43385978,100,2,"['H5', 'S5', 'S7', 'S10', 'D11']","['D3', 'D6', 'S9', 'C9', 'D9']",0.01,0.05,0.8375750855567291,59.364005606208416,238692,17234231
32696827,25,1,"['C6', 'H7', 'S8', 'S13', 'S14']","['C2', 'C7', 'D7', 'D10', 'S11']",0.01,0.05,0.7256235827664399,15.287981859410435,184892,3933374
74192584,100,2,"['H5', 'D8', 'C10', 'D12', 'C13']","['D9', 'C12', 'S13', 'S14', 'D14']",0.01,0.05,0.8761548640872173,53.535437415100894,249185,15648933
92982405,25,1,"['H6', 'C8', 'H11', 'C11', 'C13']","['S3', 'C4', 'S8', 'D12', 'S13']",0.01,0.05,0.6734693877551021,8.943310657596374,172298,2401205
72815381,100,2,"['D4', 'H9', 'C9', 'H11', 'C13']","['S3', 'H5', 'D6', 'H10', 'H13']",0.01,0.05,0.9242312034867486,69.53282586086185,262262,20000025
12254881,25,1,"['S3', 'D7', 'H10', 'D10', 'D13']","['C7', 'S8', 'C10', 'S11', 'C11']",0.01,0.05,0.6734693877551021,11.249433106575964,172298,2958108
84946119,100,2,"['H7', 'D7', 'S13', 'H14', 'S14']","['D2', 'H4', 'H10', 'S10', 'D12']",0.01,0.05,0.8712015442702958,56.58802057408335,247838,16479198
20512192,25,1,"['C4', 'S7', 'D7', 'H8', 'C14']","['S4', 'S6', 'C10', 'D12', 'S14']",0.01,0.05,0.6734693877551021,11.537414965986397,172298,3027653
66170624,100,2,"['H2', 'H3', 'C4', 'D4', 'C10']","['H6', 'D8', 'S9', 'C11', 'H13']",0.01,0.05,0.9497532108223024,84.94070449913062,269203,24190778
83102310,25,1,"['H4', 'C4', 'D4', 'S11', 'C14']","['D6', 'S8', 'C10', 'D11', 'D13']",0.01,0.05,0.8163265306122449,10.53061224489796,206796,2784521
72248886,100,2,"['C2', 'D3', 'C7', 'H10', 'S12']","['H2', 'D7', 'C8', 'H12', 'D12']",0.01,0.05,0.8728634424223785,41.093955250154785,248290,12265003
85561719,25,1,"['C5', 'S6', 'C7', 'H9', 'S9']","['S3', 'H5', 'C9', 'H12', 'D13']",0.01,0.05,0.8163265306122449,13.532879818594106,206796,3509536
84022174,100,2,"['H4', 'C4', 'D7', 'S11', 'H13']","['C3', 'D3', 'D4', 'D9', 'H11']",0.01,0.05,0.8712015442702958,57.53714787521196,247838,16737349
63242716,25,1,"['S6', 'D6', 'H7', 'D12', 'S14']","['C8', 'S10', 'H11', 'C13', 'H14']",0.01,0.05,0.8888888888888888,17.61678004535147,224319,4495754
76764849,100,2,"['D4', 'H6', 'D6', 'H8', 'S8']","['S7', 'S9', 'D9', 'C12', 'C14']",0.01,0.05,0.9038351807111898,67.17236932448974,256714,19358010
47188045,25,1,"['D3', 'D6', 'D9', 'S11', 'H13']","['C2', 'H5', 'H6', 'H7', 'H8']",0.01,0.05,0.9977324263038548,19.45351473922902,250604,4939306
32065070,100,2,"['C2', 'C8', 'C10', 'S11', 'C13']","['H2', 'C4', 'H6', 'S13', 'D13']",0.01,0.05,0.9700521096798823,54.37757732480261,274724,15877984
75170559,25,1,"['S3', 'S5', 'S9', 'C11', 'H13']","['D4', 'S6', 'C6', 'H8', 'D12']",0.01,0.05,0.8163265306122449,16.267573696145128,206796,4169935
60051610,100,2,"['D2', 'S5', 'D6', 'S10', 'S14']","['C2', 'H5', 'D7', 'S12', 'C13']",0.01,0.05,0.9163641661304617,72.39865051711735,260122,20779494
56584739,25,1,"['S3', 'D4', 'S6', 'S11', 'H14']","['D5', 'H6', 'S7', 'C11', 'D13']",0.01,0.05,0.7732426303854876,14.929705215419505,196392,3846854
67804245,100,2,"['H3', 'H4', 'S9', 'D9', 'C11']","['H5', 'C5', 'S6', 'C6', 'D10']",0.01,0.05,0.828078524687686,61.65249331935828,236109,17856672
76483577,25,1,"['S4', 'D7', 'C8', 'S12', 'D14']","['D3', 'D4', 'C7', 'D12', 'C13']",0.01,0.05,0.6167800453514739,11.476190476190478,158608,3012868
70187931,100,2,"['D3', 'C5', 'D10', 'C11', 'H12']","['C3', 'D4', 'S5', 'D7', 'H8']",0.01,0.05,0.919029678101659,74.51581163895258,260847,21355336
65552019,25,1,"['C7', 'D8', 'H9', 'D9', 'S14']","['H4', 'D10', 'C11', 'D12', 'D14']",0.01,0.05,0.9183673469387755,16.004535147392293,231438,4106414
50835673,100,2,"['H2', 'H11', 'H12', 'H13', 'S14']","['C2', 'H4', 'S7', 'H9', 'D10']",0.01,0.05,0.9177023178892815,77.44554383323815,260486,22152187
77450085,25,1,"['S8', 'S9', 'C10', 'D12', 'S13']","['C2', 'S4', 'D11', 'H12', 'D14']",0.01,0.05,0.8888888888888888,18.95464852607709,224319,4818835
20362715,100,2,"['S3', 'S4', 'D5', 'C7', 'H9']","['H6', 'C9', 'S12', 'S13', 'D14']",0.01,0.05,0.8994646044021416,79.84576721824959,255525,22805018
66079634,25,1,"['C2', 'D4', 'H5', 'S8', 'C8']","['S3', 'D6', 'S9', 'C11', 'H13']",0.01,0.05,0.7732426303854876,16.18140589569161,196392,4149127
37496940,100,2,"['H6', 'D10', 'C11', 'C13', 'C14']","['C5', 'S8', 'H9', 'C9', 'H13']",0.01,0.05,0.9203462467675946,74.28130054321947,261205,21291552
25407375,25,1,"['D2', 'D4', 'S7', 'D13', 'S14']","['S4', 'D6', 'D10', 'D11', 'H12']",0.01,0.05,0.8163265306122449,17.9501133786848,206796,4576250
20534903,100,2,"['S5', 'C5', 'D7', 'H9', 'H12']","['S6', 'C9', 'D9', 'H14', 'C14']",0.01,0.05,0.8661511005353956,48.803959418389645,246464,14362029
87004448,25,1,"['D3', 'H5', 'D9', 'S12', 'H14']","['H2', 'D2', 'S9', 'C10', 'C12']",0.01,0.05,0.7732426303854876,14.290249433106576,196392,3692433
70969616,100,2,"['H4', 'C6', 'S9', 'D13', 'S14']","['H3', 'D3', 'C5', 'D6', 'S11']",0.01,0.05,0.9038351807111898,78.41020016969706,256714,22414562
89432572,25,1,"['C4', 'S10', 'C12', 'D13', 'D14']","['H6', 'C6', 'S7', 'H9', 'H10']",0.01,0.05,0.9183673469387755,17.746031746031743,231438,4526967
76532404,100,2,"['S4', 'C6', 'H7', 'D7', 'H9']","['D4', 'H11', 'D12', 'H13', 'D14']",0.01,0.05,0.9353033301363377,76.7724103323661,265273,21969103
72603501,25,1,"['S2', 'H5', 'C6', 'D7', 'S11']","['H2', 'D2', 'C3', 'S6', 'D10']",0.01,0.05,0.7732426303854876,14.213151927437645,196392,3673814
16901103,100,2,"['D5', 'H8', 'S9', 'H11', 'H14']","['H2', 'S4', 'D7', 'C9', 'D11']",0.01,0.05,0.9023891134879493,72.49374562436509,256321,20805359
80946622,25,1,"['C5', 'H6', 'S10', 'D12', 'H14']","['H2', 'C3', 'H8', 'S11', 'D13']",0.01,0.05,0.8163265306122449,20.40816326530611,206796,5169843
70546278,100,2,"['D6', 'C7', 'D8', 'H10', 'C12']","['H2', 'H6', 'D7', 'H8', 'D11']",0.01,0.05,0.8522084225322094,64.50739153484119,242672,18633169
94480895,25,1,"['H3', 'H6', 'C11', 'C13', 'D13']","['H2', 'S6', 'S8', 'D8', 'C10']",0.01,0.05,0.6167800453514739,9.623582766439913,158608,2565483
79670322,100,2,"['H3', 'C6', 'S7', 'C10', 'C13']","['S3', 'C9', 'H12', 'S13', 'S14']",0.01,0.05,0.9203462467675946,72.80528138282872,261205,20890093
